"field" "id" "period" "subtype" "type"
"1887" "LMC-SC1" 177829 2.70457 "B1" "B"
"1888" "LMC-SC1" 177834 2.7276 "B1" "B"
"1889" "LMC-SC1" 167416 3.19467 "B1" "B"
"1890" "LMC-SC1" 177773 4.14658 "B2" "B"
"1891" "LMC-SC1" 172447 3.64388 "B1" "B"
"1892" "LMC-SC1" 167429 2.88135 "B1" "B"
"1893" "LMC-SC1" 172354 3.44908 "B1" "B"
"1894" "LMC-SC1" 172460 3.34067 "B2" "B"
"1895" "LMC-SC1" 177811 4.88909 "B1" "B"
"1896" "LMC-SC1" 177781 5.34543 "B2" "B"
"1897" "LMC-SC1" 177777 4.67694 "B2" "B"
"1898" "LMC-SC1" 191050 2.83064 "B1" "B"
"1899" "LMC-SC1" 172383 5.33924 "B2" "B"
"1900" "LMC-SC1" 177774 4.97643 "B2" "B"
"1901" "LMC-SC1" 167363 4.72921 "B2" "B"
"1902" "LMC-SC1" 240459 5.57865 "B1" "B"
"1903" "LMC-SC1" 245481 3.92922 "B1" "B"
"1904" "LMC-SC1" 253789 3.59188 "B1" "B"
"1905" "LMC-SC1" 218459 3.72007 "B2" "B"
"1906" "LMC-SC1" 222482 2.58937 "B1" "B"
"1907" "LMC-SC1" 235460 3.15507 "A1" "A"
"1908" "LMC-SC1" 226230 3.14576 "B1" "B"
"1909" "LMC-SC1" 235434 3.73701 "B1" "B"
"1910" "LMC-SC1" 222446 4.65036 "B1" "B"
"1911" "LMC-SC1" 45218 4.12053 "B1" "B"
"1912" "LMC-SC1" 240460 4.12065 "B1" "B"
"1913" "LMC-SC1" 33299 4.04385 "B1" "B"
"1914" "LMC-SC1" 230228 4.04413 "B1" "B"
"1915" "LMC-SC1" 222451 5.05309 "B1" "B"
"1916" "LMC-SC1" 24561 5.05309 "B1" "B"
"1917" "LMC-SC1" 222476 3.26946 "B2" "B"
"1918" "LMC-SC1" 24585 3.26936 "B2" "B"
"1919" "LMC-SC1" 33292 4.39425 "B1" "B"
"1920" "LMC-SC1" 230224 4.3946 "B2" "B"
"1921" "LMC-SC1" 45207 3.17309 "B1" "B"
"1922" "LMC-SC1" 240497 3.1733 "B1" "B"
"1923" "LMC-SC1" 222497 4.29904 "B2" "B"
"1924" "LMC-SC1" 24574 4.29905 "B1" "B"
"1925" "LMC-SC1" 218499 4.66255 "B1" "B"
"1926" "LMC-SC1" 19793 4.66227 "B1" "B"
"1927" "LMC-SC1" 214736 4.23338 "B1" "B"
"1928" "LMC-SC1" 15426 4.23326 "B1" "B"
"1929" "LMC-SC1" 33368 3.64424 "B1" "B"
"1930" "LMC-SC1" 230290 3.64453 "B2" "B"
"1931" "LMC-SC1" 33289 4.82058 "B1" "B"
"1932" "LMC-SC1" 230222 4.82044 "B1" "B"
"1933" "LMC-SC1" 59772 2.83088 "B2" "B"
"1934" "LMC-SC1" 54775 5.95041 "B1" "B"
"1935" "LMC-SC1" 33306 3.36728 "B2" "B"
"1936" "LMC-SC1" 33301 5.78371 "A1" "A"
"1937" "LMC-SC1" 39482 5.35495 "C1" "C"
"1938" "LMC-SC1" 54750 4.18526 "B1" "B"
"1939" "LMC-SC1" 19805 4.55847 "B2" "B"
"1940" "LMC-SC1" 11204 6.13334 "C1" "C"
"1941" "LMC-SC1" 87211 3.87149 "B2" "B"
"1942" "LMC-SC1" 122395 3.62767 "B2" "B"
"1943" "LMC-SC1" 94946 3.52851 "B1" "B"
"1944" "LMC-SC1" 99137 4.10797 "A2" "A"
"1945" "LMC-SC1" 80238 3.53912 "B1" "B"
"1946" "LMC-SC1" 91079 5.13161 "B1" "B"
"1947" "LMC-SC1" 102941 4.4878 "B1" "B"
"1948" "LMC-SC1" 114061 5.62011 "B1" "B"
"1949" "LMC-SC1" 110883 3.47149 "B1" "B"
"1950" "LMC-SC1" 87208 3.19845 "B1" "B"
"1951" "LMC-SC1" 76749 3.22306 "B1" "B"
"1952" "LMC-SC1" 80221 2.39933 "B1" "B"
"1953" "LMC-SC1" 91089 3.54791 "B1" "B"
"1954" "LMC-SC1" 76788 2.6605 "B2" "B"
"1955" "LMC-SC1" 94969 3.30972 "B1" "B"
"1956" "LMC-SC1" 83619 3.84564 "B1" "B"
"1957" "LMC-SC1" 94967 3.575 "B1" "B"
"1958" "LMC-SC1" 76725 7.52133 "C1" "C"
"1959" "LMC-SC1" 107170 3.90777 "B1" "B"
"1960" "LMC-SC1" 130248 4.8523 "A1" "A"
"1961" "LMC-SC1" 175076 3.4445 "B1" "B"
"1962" "LMC-SC1" 157914 5.74562 "B2" "B"
"1963" "LMC-SC1" 157908 11.52911 "C1" "C"
"1964" "LMC-SC1" 168328 2.92493 "B1" "B"
"1965" "LMC-SC1" 153923 9.35332 "C1" "C"
"1966" "LMC-SC1" 165084 3.72258 "B1" "B"
"1967" "LMC-SC1" 150150 4.69949 "B2" "B"
"1968" "LMC-SC1" 161761 2.94886 "B1" "B"
"1969" "LMC-SC1" 168290 3.81314 "B1" "B"
"1970" "LMC-SC1" 153917 7.9606 "A1" "A"
"1971" "LMC-SC1" 157949 2.99705 "D" "D"
"1972" "LMC-SC1" 168282 3.63728 "B2" "B"
"1973" "LMC-SC1" 140231 4.16567 "B1" "B"
"1974" "LMC-SC1" 146720 3.38407 "A1" "A"
"1975" "LMC-SC1" 153916 10.04314 "C1" "C"
"1976" "LMC-SC1" 203718 6.58788 "B2" "B"
"1977" "LMC-SC1" 194574 3.88387 "B1" "B"
"1978" "LMC-SC1" 207457 3.64371 "B1" "B"
"1979" "LMC-SC1" 191790 3.16699 "B2" "B"
"1980" "LMC-SC1" 207446 8.27733 "C1" "C"
"1981" "LMC-SC1" 227509 7.19299 "C1" "C"
"1982" "LMC-SC1" 214828 4.78954 "A2" "A"
"1983" "LMC-SC1" 200392 2.45835 "B1" "B"
"1984" "LMC-SC1" 203764 4.1034 "B1" "B"
"1985" "LMC-SC1" 227513 4.81291 "B1" "B"
"1986" "LMC-SC1" 224012 4.91717 "B1" "B"
"1987" "LMC-SC1" 214838 4.92067 "B1" "B"
"1988" "LMC-SC1" 200415 2.87083 "B1" "B"
"1989" "LMC-SC1" 203724 3.77753 "B1" "B"
"1990" "LMC-SC1" 223982 4.86293 "B1" "B"
"1991" "LMC-SC1" 3078 3.54067 "B2" "B"
"1992" "LMC-SC1" 6114 2.79244 "B2" "B"
"1993" "LMC-SC1" 189196 2.79263 "B2" "B"
"1994" "LMC-SC1" 197292 3.79766 "B2" "B"
"1995" "LMC-SC1" 17714 3.79772 "B1" "B"
"1996" "LMC-SC1" 207480 3.58373 "B2" "B"
"1997" "LMC-SC1" 25015 3.58358 "B1" "B"
"1998" "LMC-SC1" 25041 3.27854 "B2" "B"
"1999" "LMC-SC1" 207506 3.27821 "B1" "B"
"2000" "LMC-SC1" 29199 3.55054 "B1" "B"
"2001" "LMC-SC1" 20975 3.04636 "B1" "B"
"2002" "LMC-SC1" 25039 2.68234 "B1" "B"
"2003" "LMC-SC1" 29197 6.61252 "C1" "C"
"2004" "LMC-SC1" 29186 3.95336 "B1" "B"
"2005" "LMC-SC1" 29260 3.24652 "B1" "B"
"2006" "LMC-SC1" 24988 4.1171 "B1" "B"
"2007" "LMC-SC1" 29194 5.40933 "C1" "C"
"2008" "LMC-SC1" 49311 3.20623 "B1" "B"
"2009" "LMC-SC1" 59963 9.73272 "C1" "C"
"2010" "LMC-SC1" 69137 4.18875 "B2" "B"
"2011" "LMC-SC1" 81430 3.43486 "B1" "B"
"2012" "LMC-SC1" 72000 3.83826 "B1" "B"
"2013" "LMC-SC1" 85260 2.63665 "B1" "B"
"2014" "LMC-SC1" 81459 2.23414 "B1" "B"
"2015" "LMC-SC1" 72029 3.10261 "B1" "B"
"2016" "LMC-SC1" 85244 4.06084 "B1" "B"
"2017" "LMC-SC1" 81440 3.02574 "B1" "B"
"2018" "LMC-SC1" 81414 5.10856 "B1" "B"
"2019" "LMC-SC1" 81432 3.9992 "D" "D"
"2020" "LMC-SC1" 116444 2.51126 "B1" "B"
"2021" "LMC-SC1" 133782 3.68424 "B1" "B"
"2022" "LMC-SC1" 130425 4.06419 "B1" "B"
"2023" "LMC-SC1" 140993 4.63324 "B1" "B"
"2024" "LMC-SC1" 137424 3.40472 "B2" "B"
"2025" "LMC-SC1" 137407 2.73926 "B1" "B"
"2026" "LMC-SC1" 113689 16.16072 "C1" "C"
"2027" "LMC-SC1" 110879 3.71764 "B1" "B"
"2028" "LMC-SC1" 141015 2.92446 "B1" "B"
"2029" "LMC-SC1" 133771 3.33398 "B1" "B"
"2030" "LMC-SC1" 130469 4.54995 "B2" "B"
"2031" "LMC-SC1" 127632 2.78083 "B2" "B"
"2032" "LMC-SC1" 127651 3.47758 "B1" "B"
"2033" "LMC-SC1" 110903 3.08563 "B1" "B"
"2034" "LMC-SC1" 174762 17.79189 "C1" "C"
"2035" "LMC-SC1" 208907 2.01028 "B1" "B"
"2036" "LMC-SC1" 192189 3.44179 "B1" "B"
"2037" "LMC-SC1" 16 3.21492 "B1" "B"
"2038" "LMC-SC1" 28796 2.39931 "B1" "B"
"2039" "LMC-SC1" 48661 4.17911 "B1" "B"
"2040" "LMC-SC1" 6327 2.67446 "B1" "B"
"2041" "LMC-SC1" 15582 1.62404 "B1" "B"
"2042" "LMC-SC1" 48636 13.65871 "C1" "C"
"2043" "LMC-SC1" 18756 3.48887 "B1" "B"
"2044" "LMC-SC1" 52167 2.67366 "B1" "B"
"2045" "LMC-SC1" 81235 3.60974 "B1" "B"
"2046" "LMC-SC1" 77859 3.61971 "B1" "B"
"2047" "LMC-SC1" 98950 4.50699 "B1" "B"
"2048" "LMC-SC1" 131703 4.79646 "B1" "B"
"2049" "LMC-SC1" 126027 3.02901 "B2" "B"
"2050" "LMC-SC1" 126014 2.98729 "B1" "B"
"2051" "LMC-SC1" 116755 3.58835 "B1" "B"
"2052" "LMC-SC1" 160748 3.48913 "B2" "B"
"2053" "LMC-SC1" 148475 2.97442 "B1" "B"
"2054" "LMC-SC1" 166717 3.93442 "B1" "B"
"2055" "LMC-SC1" 148467 2.85623 "B1" "B"
"2056" "LMC-SC1" 169753 3.05942 "B2" "B"
"2057" "LMC-SC1" 180954 2.00559 "B1" "B"
"2058" "LMC-SC1" 175567 3.55043 "B1" "B"
"2059" "LMC-SC2" 43620 3.55043 "B1" "B"
"2060" "LMC-SC2" 47209 3.53734 "B2" "B"
"2061" "LMC-SC1" 178247 3.53715 "B1" "B"
"2062" "LMC-SC2" 24962 2.38535 "B1" "B"
"2063" "LMC-SC2" 47306 1.03481 "B2" "B"
"2064" "LMC-SC2" 47210 4.59436 "B2" "B"
"2065" "LMC-SC2" 94148 3.47793 "B2" "B"
"2066" "LMC-SC2" 100660 5.0796 "A1" "A"
"2067" "LMC-SC2" 90847 3.16965 "B1" "B"
"2068" "LMC-SC2" 72637 3.42537 "B1" "B"
"2069" "LMC-SC2" 79685 3.03797 "B1" "B"
"2070" "LMC-SC2" 66535 2.43338 "B2" "B"
"2071" "LMC-SC2" 83474 3.01782 "B2" "B"
"2072" "LMC-SC2" 112701 4.7283 "B1" "B"
"2073" "LMC-SC2" 138318 3.39907 "B2" "B"
"2074" "LMC-SC2" 124519 3.02708 "B2" "B"
"2075" "LMC-SC2" 134707 3.09453 "B1" "B"
"2076" "LMC-SC2" 134749 2.76601 "B2" "B"
"2077" "LMC-SC2" 145017 2.66457 "B1" "B"
"2078" "LMC-SC2" 131129 3.17583 "B1" "B"
"2079" "LMC-SC2" 181368 2.70736 "B1" "B"
"2080" "LMC-SC2" 188521 4.8004 "B1" "B"
"2081" "LMC-SC2" 181383 2.81232 "B1" "B"
"2082" "LMC-SC2" 184865 2.79889 "B2" "B"
"2083" "LMC-SC2" 204380 4.42492 "B2" "B"
"2084" "LMC-SC2" 188532 3.21074 "B1" "B"
"2085" "LMC-SC2" 188538 3.21257 "B1" "B"
"2086" "LMC-SC2" 195516 2.472 "B2" "B"
"2087" "LMC-SC2" 178085 1.61565 "B2" "B"
"2088" "LMC-SC2" 195480 4.95824 "B1" "B"
